OBJECTID,Shape,PARKNUMBER
1626,"(40.67255275600007, -73.98416792899991)",B111
1627,"(40.661333788000036, -73.98930335199992)",B288
1628,"(40.66137168400007, -73.9893837159999)",B288
1629,"(40.65446844000007, -73.97886509099993)",B255H
1630,"(40.65351513500008, -73.97804751899992)",B255J
1631,"(40.66587303300008, -73.95893128499995)",B357
1632,"(40.665823601000056, -73.95911102699995)",B357
1633,"(40.72057141100004, -73.95081294999994)",B058
1634,"(40.72038674400005, -73.9519114499999)",B058
1635,"(40.71957107800006, -73.95212728399991)",B058
1636,"(40.720568411000045, -73.9507857829999)",B058
1637,"(40.719573411000056, -73.95202844999994)",B058
1638,"(40.72039774400008, -73.95189144999995)",B058
1639,"(40.586544736000064, -73.96998594899992)",B252
1640,"(40.587026422000065, -73.97008681999995)",B252
1641,"(40.60429529400005, -73.95622705399995)",B157
1642,"(40.60444406100004, -73.9579347529999)",B051
1643,"(40.604497569000046, -73.9574801629999)",B051
1644,"(40.60399505500004, -73.95769815599994)",B051
1645,"(40.604214409000065, -73.95708981199994)",B051
1646,"(40.60384369900004, -73.95745497199994)",B051
1647,"(40.59736521200006, -73.95739379499992)",B197
1648,"(40.59700435500008, -73.95767965599993)",B197
1649,"(40.64548049900009, -73.9805268049999)",B297
1650,"(40.854830664000076, -73.91802423099995)",X111
1651,"(40.78224475600007, -73.96254562399992)",M010
1652,"(40.74191850500006, -73.7487703029999)",Q001
1653,"(40.740591005000056, -73.7500519699999)",Q001
1654,"(40.74167692200007, -73.7471704699999)",Q001
1655,"(40.74190867200008, -73.74724955199991)",Q001
1656,"(40.74638156700007, -73.75823818599991)",Q317
1657,"(40.73911517200008, -73.73788146699991)",Q001A
1658,"(40.73931950600007, -73.73705104899994)",Q001A
1659,"(40.69037983100009, -73.83941225299992)",Q337
1660,"(40.690384763000054, -73.83973421099995)",Q337
1661,"(40.73131075100008, -73.80586919599995)",Q344
1662,"(40.73079633100008, -73.80590031299994)",Q344
1663,"(40.73085671500007, -73.80607785099994)",Q344
1664,"(40.78243609000003, -73.92661444499993)",M107
1665,"(40.781081424000035, -73.92840827999993)",M107
1666,"(40.78286459000009, -73.93303094799995)",M107
1667,"(40.77176262800003, -73.93459558799992)",Q226
1668,"(40.90188233900005, -73.85479806099994)",X188
1669,"(40.90185701200005, -73.85441606499995)",X188
1670,"(40.58856545700007, -74.06690456299992)",R046
1671,"(40.66268216200007, -73.94171983699994)",B193
1672,"(40.57676904300007, -73.94293487999994)",B251
1673,"(40.57619353500007, -73.94176497399991)",B251
1674,"(40.57616960000007, -73.94175545299993)",B251
1675,"(40.57677881300009, -73.94295622099992)",B251
1676,"(40.74209668100008, -73.73989621599992)",Q001
1677,"(40.74269100500004, -73.73875921599995)",Q001
1678,"(40.74223492200008, -73.74126566099994)",Q001
1679,"(40.74329617200004, -73.74172029999994)",Q001
1680,"(40.74160892200007, -73.7402694669999)",Q001
1681,"(40.75865492500009, -73.75420788899993)",Q001
1682,"(40.73942208800008, -73.76448689099993)",Q021
1683,"(40.739808587000084, -73.76462588999993)",Q021
1684,"(40.73840658700004, -73.7719620609999)",Q021
1685,"(40.73689425400005, -73.7728668929999)",Q021
1686,"(40.73872958700008, -73.76495322499994)",Q021
1687,"(40.73875258700008, -73.76490705799995)",Q021
1688,"(40.74421875400009, -73.78503306399995)",Q300A
1689,"(40.74477343800004, -73.78719569399993)",Q300A
1690,"(40.743140587000084, -73.78255089699991)",Q300A
1691,"(40.567943924000076, -74.0910933429999)",R046
1692,"(40.57787222700006, -74.07781004799995)",R046
1693,"(40.57848424900004, -74.07697263599994)",R046
1694,"(40.58296366900004, -74.08980901399991)",R087
1695,"(40.79077492500005, -73.95968762199993)",M010
1696,"(40.79095059100007, -73.95935978999995)",M010
1697,"(40.79129159100006, -73.95913762299995)",M010
1698,"(40.791447592000054, -73.9553592879999)",M010
1699,"(40.79359609100004, -73.96057778999995)",M010
1700,"(40.79739609200004, -73.95910095599993)",M010
1701,"(40.797413092000056, -73.95923062399993)",M010
1702,"(40.80355275900007, -73.96978595999991)",M071
1703,"(40.80305059300008, -73.97001262799995)",M071
1704,"(40.79529992700009, -73.9158046089999)",M104
1705,"(40.79372476000009, -73.91472144199992)",M104
1706,"(40.793385260000036, -73.9150189419999)",M104
1707,"(40.793480093000085, -73.9158282759999)",M104
1708,"(40.79207825900005, -73.91557994199991)",M104
1709,"(40.79193842600006, -73.91689160899995)",M104
1710,"(40.79318859300008, -73.91811577599992)",M104
1711,"(40.794555926000044, -73.91827027699992)",M104
1712,"(40.79494392600009, -73.9180956109999)",M104
1713,"(40.800247427000045, -73.92530127999993)",M104
1714,"(40.80673808100005, -73.92218780099995)",X272
1715,"(40.809529928000075, -73.95576962399991)",M056
1716,"(40.81050646300008, -73.95491127199995)",M205
1717,"(40.871598332000076, -73.91987309099994)",M042
1718,"(40.871093544000075, -73.91989318799995)",M042
1719,"(40.87006518700008, -73.92178041099993)",M042
1720,"(40.80298759400006, -73.95883812499994)",M056
1721,"(40.80424442600008, -73.95872612499994)",M056
1722,"(40.80413876100005, -73.95859495699995)",M056
1723,"(40.794240925000054, -73.95263962199994)",M010
1724,"(40.793580759000065, -73.95309645399993)",M010
1725,"(40.79244200200009, -73.9495945079999)",M213
1726,"(40.71300915200004, -73.7296610219999)",Q135
1727,"(40.703477769000074, -73.78428188899994)",Q121
1728,"(40.703232755000045, -73.78515524499994)",Q121
1729,"(40.701927939000086, -73.7840791559999)",Q121
1730,"(40.71036856000006, -73.99449554599994)",M206
1731,"(40.70999453500008, -73.99569188799995)",M206
1732,"(40.66467870300005, -73.85063165399993)",Q408
1733,"(40.664711123000075, -73.8503927779999)",Q408
1734,"(40.66503091900006, -73.8502010169999)",Q408
1735,"(40.67056826900006, -73.8392465579999)",Q386
1736,"(40.66994806800005, -73.83929277599992)",Q386
1737,"(40.67061145800005, -73.84617377799992)",Q414
1738,"(40.67065880800004, -73.84657057699991)",Q414
1739,"(40.59479812200004, -73.98466716999991)",B106A
1740,"(40.59454959000004, -73.98430400099994)",B106A
1741,"(40.59387864000007, -73.98419361799995)",B106A
1742,"(40.59401553200007, -73.9851055339999)",B106B
1743,"(40.84855852800007, -73.91559223999991)",X265
1744,"(40.736430244000076, -73.86984535399995)",Q041
1745,"(40.77118590400005, -73.73821132199993)",Q338
1746,"(40.770844785000065, -73.73761990399993)",Q338
1747,"(40.57486427900005, -73.97032147199991)",B080
1748,"(40.86250871400006, -73.85815352999992)",X157
1749,"(40.86247810800006, -73.85837218699993)",X157
1750,"(40.60962750900006, -73.99955525199994)",B063
1751,"(40.87740375700008, -73.9080351579999)",X202
1752,"(40.87764940800008, -73.90806134399992)",X202
1753,"(40.87773779300005, -73.90780657599993)",X202
1754,"(40.888136650000035, -73.90520712999995)",X224
1755,"(40.68207422100005, -73.9074499059999)",B381
1756,"(40.68143276200004, -73.90709986699994)",B381
1757,"(40.742322356000045, -73.88265054099992)",Q361
1758,"(40.76066033600006, -73.91848401399994)",Q444
1759,"(40.68462883700005, -73.99051195499993)",B361
1760,"(40.68471249500004, -73.99013815399991)",B361
1761,"(40.688313022000045, -73.99650361199991)",B326
1762,"(40.68800274000006, -73.99563688199993)",B326
1763,"(40.68962943400004, -73.9992188519999)",B050
1764,"(40.689949252000076, -73.99965035999992)",B050
1765,"(40.69089141400008, -73.99966170999994)",B050
1766,"(40.69032957400009, -73.99953680199991)",B050
1767,"(40.68966401100005, -73.99951409499994)",B050
1768,"(40.695201144000066, -73.9905003529999)",B113B
1769,"(40.69364535400007, -73.9899112839999)",B113C
1770,"(40.69863167300008, -73.98425524599992)",B223K
1771,"(40.69634762900006, -73.98507454399993)",BZ08
1772,"(40.54164522100007, -74.17748716099993)",R080
1773,"(40.82696177100007, -73.8977133109999)",X116
1774,"(40.82431420800009, -73.89779820399991)",X014
1775,"(40.82287503900005, -73.90746939099995)",X112
1776,"(40.74883070700008, -73.86174546199993)",Q026
1777,"(40.81535913000005, -73.95607755899994)",M190
1778,"(40.71428413000007, -73.85667497299994)",QZ010
1779,"(40.844086994000065, -73.88153496699994)",X266
1780,"(40.63767793100004, -74.11930514799991)",R109
1781,"(40.83883975300006, -73.84571852899995)",X170
1782,"(40.71646019800005, -74.00154010199992)",M242
1783,"(40.583020615000066, -73.9536592739999)",BZ05
1784,"(40.68766240200006, -73.92576922799992)",B224
1785,"(40.68064065600004, -73.92266957899994)",B258
1786,"(40.678731337000045, -73.87383256399994)",B141
1787,"(40.735478485000044, -73.85721028199993)",Q357B
1788,"(40.73567470000006, -73.85680220899991)",Q357B
1789,"(40.73636269200006, -73.85429365399995)",Q357B01
1790,"(40.736039058000074, -73.8527087999999)",Q377
1791,"(40.73620976400008, -73.85290291899992)",Q377
1792,"(40.733540804000086, -73.86071228999992)",Q428
1793,"(40.733409764000044, -73.86083472299993)",Q428
1794,"(40.733217954000054, -73.86042553399994)",Q428
1795,"(40.60755674400008, -74.06313413599992)",R012
1796,"(40.61439208400009, -74.07493745799991)",R035
1797,"(40.61482485400006, -74.07389571399995)",R035
1798,"(40.61509624800004, -74.07422002599992)",R035
1799,"(40.61473261000003, -74.06931140799992)",R042
1800,"(40.845634061000055, -73.90397946099995)",X258
1801,"(40.78563707500007, -73.84648676199993)",Q457
1802,"(40.72547517000004, -74.00246666899994)",M069
1803,"(40.88112112400006, -73.90051304499991)",X150J
1804,"(40.712655908000045, -73.9879816269999)",M132
1805,"(40.711436743000036, -73.98641647099993)",M171
1806,"(40.714376894000054, -73.98400712099993)",M235
1807,"(40.71433079500008, -73.98962300599993)",M082
1808,"(40.71480857600005, -73.98922129499994)",M082
1809,"(40.713334657000075, -73.99425399799992)",M067
1810,"(40.66286911900005, -73.89979625399991)",B107
1811,"(40.663804337000045, -73.90212396999993)",B367
1812,"(40.63835364800008, -73.94763115199993)",B250
1813,"(40.63839791400005, -73.94685202499994)",B250
1814,"(40.744204214000035, -73.91355708299994)",Q065
1815,"(40.74854422300007, -73.86232465299992)",Q026
1816,"(40.74827527600007, -73.86207549999995)",Q026
1817,"(40.748385592000034, -73.86136877699994)",Q026
1818,"(40.618167285000084, -73.92701891699994)",B291
1819,"(40.63256902200004, -73.92400494399993)",B248
1820,"(40.63285570700003, -73.92364337099991)",B248
1821,"(40.68148940200007, -73.99612066399993)",B019
1822,"(40.68121895100006, -73.99550495599993)",B019
1823,"(40.68102782200003, -73.99489871799994)",B019
1824,"(40.69672032200003, -73.97772029099991)",B021
1825,"(40.69767282100008, -73.98010470799994)",B021
1826,"(40.696668238000086, -73.97819052099993)",B021
1827,"(40.697124072000065, -73.97842837399992)",B021
1828,"(40.69755972100006, -73.97911462399992)",B021
1829,"(40.69720707200008, -73.98030445699993)",B021
1830,"(40.69271355800004, -73.93576659399992)",B359
1831,"(40.697467465000045, -73.94278635499995)",B263
1832,"(40.69756878700008, -73.9423429819999)",B263
1833,"(40.67918109200008, -73.87578329199994)",B141
1834,"(40.679551391000075, -73.87473174599995)",B141
1835,"(40.69714129400006, -73.94872034999992)",B298
1836,"(40.63679348200009, -74.00061967999994)",B152
1837,"(40.636897445000045, -74.00100100799995)",B152
1838,"(40.88343284000007, -73.89891839499995)",X150J
1839,"(40.77250933000005, -73.89739766499991)",Q298
1840,"(40.77289858000006, -73.89755701199994)",Q298
1841,"(40.81392677200006, -73.9214155759999)",X200
1842,"(40.81378662700007, -73.92121917199995)",X200
1843,"(40.815875593000044, -73.92173744799993)",X155
1844,"(40.82337686000005, -73.8507930159999)",X151
1845,"(40.82316834000005, -73.85088658799992)",X151
1846,"(40.82360621400005, -73.8504014639999)",X151
1847,"(40.837397741000075, -73.85371734299991)",X160
1848,"(40.80786096300005, -73.92486672199993)",X131
1849,"(40.81943457500006, -73.89812937799991)",X164
1850,"(40.813434914000084, -73.90530436699993)",X233
1851,"(40.80435725600006, -73.91682036799995)",X182
1852,"(40.80420774000004, -73.91656981299991)",X182
1853,"(40.836796665000065, -73.87168249599995)",X123
1854,"(40.83685151600008, -73.87191957199991)",X123
1855,"(40.83681590200007, -73.87180104899994)",X123
1856,"(40.843748308000045, -73.9224333379999)",X148A2
1857,"(40.84385348700005, -73.91729640299991)",X114
1858,"(40.85029747100003, -73.90947486399995)",X257
1859,"(40.85590901100005, -73.88638806199992)",X102
1860,"(40.794417105000036, -73.95137013399994)",M010
1861,"(40.796816343000046, -73.95006478699992)",M010
1862,"(40.79707167600009, -73.95123228699993)",M010
1863,"(40.680186193000054, -73.80255657299995)",Q220C
1864,"(40.68036115000007, -73.80243578299991)",Q220C
1865,"(40.68021909000004, -73.80316829299994)",Q220C
1866,"(40.67480419200007, -73.80093644199991)",Q220E
1867,"(40.66382438000005, -73.74121638999992)",Q008
1868,"(40.66308754100004, -73.74202236299993)",Q008
1869,"(40.66283399400004, -73.74229452599991)",Q008
1870,"(40.80049020700005, -73.9737603499999)",M071
1871,"(40.80479603800006, -73.97065607199994)",M071
1872,"(40.80679031200009, -73.96961662899992)",M071
1873,"(40.80451898700005, -73.9707298749999)",M071
1874,"(40.70290083200007, -74.01569438799993)",M005
1875,"(40.703205909000076, -74.01470449499993)",M005
1876,"(40.70284118600006, -74.01457084899994)",M005
1877,"(40.70254224700005, -74.0143586499999)",M005
1878,"(40.57462329800006, -73.96921945699995)",B169
1879,"(40.57462777300009, -73.96919217599992)",B169
1880,"(40.58082009600008, -73.82510748499993)",Q163
1881,"(40.58046033200009, -73.82619363499992)",Q163
1882,"(40.58037979000005, -73.82641537299992)",Q163
1883,"(40.58033099000005, -73.8265736429999)",Q163
1884,"(40.579946387000064, -73.82802240299992)",Q163
1885,"(40.57968939700004, -73.8292801689999)",Q163
1886,"(40.57989876600004, -73.82937144599993)",Q163
1887,"(40.579397508000056, -73.8298145789999)",Q163
1888,"(40.58476002800006, -73.8250843589999)",Q389
1889,"(40.84351408400005, -73.86591377799994)",X093
1890,"(40.67097835100009, -73.87215567599992)",B103
1891,"(40.67050091100003, -73.87096140599994)",B103
1892,"(40.67494947500006, -73.96219854299994)",B350
1893,"(40.70035463800008, -73.92859901199995)",B334
1894,"(40.68789634700005, -73.92553099199995)",B224
1895,"(40.70241455200005, -73.93328253599992)",B395
1896,"(40.70189198700007, -73.93237922499992)",B395
1897,"(40.701222923000046, -73.93301742299991)",B395
1898,"(40.70097812200004, -73.99543059699994)",B223F
1899,"(40.827415322000036, -73.91472404599995)",X219
1900,"(40.82737737200006, -73.9143099339999)",X219
1901,"(40.713412910000045, -73.95439943999992)",B223R
1902,"(40.713097926000046, -73.95476317799995)",B223R
1903,"(40.829121168000086, -73.94445563999994)",M018
1904,"(40.82933538100008, -73.94429549799992)",M018
1905,"(40.75875323200006, -73.90064767799993)",Q174A
1906,"(40.62764660700009, -73.93888955699992)",B002
1907,"(40.62828049800004, -73.93887741999993)",B002
1908,"(40.65097881200006, -73.97392371899991)",B255M
1909,"(40.75653813200006, -73.77198529599991)",Q364
1910,"(40.75711344600006, -73.77159941499991)",Q364
1911,"(40.75700395100006, -73.77134384899995)",Q364
1912,"(40.75726369400007, -73.77081571699995)",Q364
1913,"(40.72941134700005, -73.8801708069999)",Q360J
1914,"(40.79197680900006, -73.80846239399995)",Q343
1915,"(40.79214830700005, -73.80885449999994)",Q343
1916,"(40.73888040800006, -74.00313990299992)",M044
1917,"(40.73648143100007, -74.00565579899995)",M251
1918,"(40.73638651600004, -74.00557779899992)",M251
1919,"(40.69508992700008, -73.9183474379999)",B139
1920,"(40.69507451100009, -73.91866600899994)",B139
1921,"(40.72443326600006, -73.9855227079999)",M259
1922,"(40.72187582600009, -73.98601641999994)",M116
1923,"(40.79992396200004, -73.9575060279999)",M010
1924,"(40.820323931000075, -73.95223145599994)",M223
1925,"(40.82015793100004, -73.95171228899994)",M223
1926,"(40.820993746000056, -73.95241478499992)",M223
1927,"(40.60843386200008, -73.98648830499991)",B100
1928,"(40.608169872000076, -73.9863207649999)",B100
1929,"(40.609072439000045, -73.98598538899995)",B100
1930,"(40.77991501400004, -73.92246905399992)",Q004
1931,"(40.84621745800007, -73.89419629999992)",X010A
1932,"(40.79327442400006, -73.9779906309999)",M071
1933,"(40.79691770300008, -73.97470618299991)",M071
1934,"(40.79707603600008, -73.97506196199993)",M071
1935,"(40.797132703000045, -73.97516829499995)",M071
1936,"(40.872218899000075, -73.88290383899994)",X197
1937,"(40.86849786800008, -73.88043721799994)",X033
1938,"(40.87777499300006, -73.88270134099992)",X033
1939,"(40.877655788000084, -73.88267538199995)",X033
1940,"(40.843141642000035, -73.87734971999993)",X002
1941,"(40.843799354000055, -73.88075815999991)",X266
1942,"(40.84372489400005, -73.88111410899995)",X266
1943,"(40.72358244600008, -73.85178291999995)",Q335
1944,"(40.72413370500004, -73.85175485499991)",Q335
1945,"(40.73114216200008, -73.85172079799992)",Q319
1946,"(40.72634541300005, -73.84819876099994)",Q425
1947,"(40.726235716000076, -73.84794111199994)",Q425
1948,"(40.72630624100009, -73.84776338299991)",Q425
1949,"(40.72623143000004, -73.84713360699993)",Q425
1950,"(40.606812614000035, -74.01637830999994)",B028
1951,"(40.58023896100008, -73.82768243699991)",Q163
1952,"(40.58028247800007, -73.8275187449999)",Q163
1953,"(40.58006897700005, -73.8277453259999)",Q163
1954,"(40.82905181700005, -73.86901577299994)",X124
1955,"(40.82816180700007, -73.86908262399993)",X124
1956,"(40.827839932000074, -73.86868181199992)",X124
1957,"(40.86393392000008, -73.90479681099993)",X013
1958,"(40.59691423400005, -73.92905033099993)",B057
1959,"(40.59676865500006, -73.9282890259999)",B057
1960,"(40.59700237100009, -73.9271978349999)",B057
1961,"(40.59670078600004, -73.92686868599992)",B057
1962,"(40.78221956800007, -73.82382783599991)",Q089B
1963,"(40.78279937600007, -73.8237271129999)",Q089B
1964,"(40.783193561000076, -73.82360398999992)",Q089B
1965,"(40.783731799000066, -73.82287008399993)",Q089B
1966,"(40.78444290200008, -73.8236409029999)",Q089B
1967,"(40.67397716500005, -73.7688156239999)",Q427
1968,"(40.67390434300006, -73.7693218579999)",Q427
1969,"(40.67496182700006, -73.77390284199993)",Q413
1970,"(40.67441189300007, -73.77469539999993)",Q413
1971,"(40.674621158000036, -73.77406987799992)",Q413
1972,"(40.67424693000004, -73.77429784799995)",Q413
1973,"(40.585453673000075, -73.80879834599995)",Q163
1974,"(40.58644745300006, -73.80180558699993)",Q163
1975,"(40.89074793600008, -73.86402620699994)",X004
1976,"(40.78954975700009, -73.96564595699994)",M010
1977,"(40.78771559100005, -73.9565451229999)",M010
1978,"(40.79176209100007, -73.96422045799994)",M010
1979,"(40.57747034700009, -73.94033480999991)",B251
1980,"(40.81399193000004, -73.95039112199993)",M077
1981,"(40.813919930000054, -73.95079512199993)",M077
1982,"(40.813731429000086, -73.95102545499992)",M077
1983,"(40.81335926300005, -73.95124612199993)",M077
1984,"(40.739242921000084, -73.76505239199992)",Q021
1985,"(40.739329088000034, -73.76538055799995)",Q021
